fipscounty,countyname_fips,state,cbsa_code,cbsa_name,ssa_code,state_name,countyname_rate
42131,WYOMING,PA,42540,"Scranton--Wilkes-Barre, PA",39790,PENNSYLVANIA,WYOMING
42133,YORK,PA,49620,"York-Hanover, PA",39800,PENNSYLVANIA,YORK
72001,ADJUNTAS,PR,,,40010,PUERTO RICO,ADJUNTAS
72003,AGUADA,PR,10380,"Aguadilla, PR",40020,PUERTO RICO,AGUADA
72005,AGUADILLA,PR,10380,"Aguadilla, PR",40030,PUERTO RICO,AGUADILLA
72007,AGUAS BUENAS,PR,41980,"San Juan-Bayam_n-Caguas, PR",40040,PUERTO RICO,AGUAS BUENAS
72009,AIBONITO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40050,PUERTO RICO,AIBONITO
72011,ANASCO,PR,10380,"Aguadilla, PR",40060,PUERTO RICO,ANASCO
72013,ARECIBO,PR,11640,"Arecibo, PR",40070,PUERTO RICO,ARECIBO
72015,ARROYO,PR,25020,"Guayama, PR",40080,PUERTO RICO,ARROYO
72017,BARCELONETA,PR,41980,"San Juan-Bayam_n-Caguas, PR",40090,PUERTO RICO,BARCELONETA
72019,BARRANQUITAS,PR,41980,"San Juan-Bayam_n-Caguas, PR",40100,PUERTO RICO,BARRANQUITAS
72021,BAYAMON,PR,41980,"San Juan-Bayam_n-Caguas, PR",40110,PUERTO RICO,BAYAMON
72023,CABO ROJO,PR,32420,"Mayag_ez, PR",40120,PUERTO RICO,CABO ROJO
72025,CAGUAS,PR,41980,"San Juan-Bayam_n-Caguas, PR",40130,PUERTO RICO,CAGUAS
72027,CAMUY,PR,11640,"Arecibo, PR",40140,PUERTO RICO,CAMUY
72029,CANOVANAS,PR,41980,"San Juan-Bayam_n-Caguas, PR",40145,PUERTO RICO,CANOVANAS
72031,CAROLINA,PR,41980,"San Juan-Bayam_n-Caguas, PR",40150,PUERTO RICO,CAROLINA
72033,CATANO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40160,PUERTO RICO,CATANO
72035,CAYEY,PR,41980,"San Juan-Bayam_n-Caguas, PR",40170,PUERTO RICO,CAYEY
72037,CEIBA,PR,41980,"San Juan-Bayam_n-Caguas, PR",40180,PUERTO RICO,CEIBA
72039,CIALES,PR,41980,"San Juan-Bayam_n-Caguas, PR",40190,PUERTO RICO,CIALES
72041,CIDRA,PR,41980,"San Juan-Bayam_n-Caguas, PR",40200,PUERTO RICO,CIDRA
72043,COAMO,PR,,,40210,PUERTO RICO,COAMO
72045,COMERIO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40220,PUERTO RICO,COMERIO
72047,COROZAL,PR,41980,"San Juan-Bayam_n-Caguas, PR",40230,PUERTO RICO,COROZAL
72049,CULEBRA,PR,,,40240,PUERTO RICO,CULEBRA
72051,DORADO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40250,PUERTO RICO,DORADO
72053,FAJARDO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40260,PUERTO RICO,FAJARDO
72054,FLORIDA,PR,41980,"San Juan-Bayam_n-Caguas, PR",40265,PUERTO RICO,FLORIDA
72055,GUANICA,PR,,,40270,PUERTO RICO,GUANICA
72057,GUAYAMA,PR,25020,"Guayama, PR",40280,PUERTO RICO,GUAYAMA
72059,GUAYANILLA,PR,38660,"Ponce, PR",40290,PUERTO RICO,GUAYANILLA
72061,GUAYNABO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40300,PUERTO RICO,GUAYNABO
72063,GURABO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40310,PUERTO RICO,GURABO
72065,HATILLO,PR,11640,"Arecibo, PR",40320,PUERTO RICO,HATILLO
72067,HORMIGUEROS,PR,32420,"Mayag_ez, PR",40330,PUERTO RICO,HORMIGUEROS
72069,HUMACAO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40340,PUERTO RICO,HUMACAO
72071,ISABELA,PR,10380,"Aguadilla, PR",40350,PUERTO RICO,ISABELA
72073,JAYUYA,PR,,,40360,PUERTO RICO,JAYUYA
72075,JUANA DIAZ,PR,38660,"Ponce, PR",40370,PUERTO RICO,JUANA DIAZ
72077,JUNCOS,PR,41980,"San Juan-Bayam_n-Caguas, PR",40380,PUERTO RICO,JUNCOS
72079,LAJAS,PR,32420,"Mayag_ez, PR",40390,PUERTO RICO,LAJAS
72081,LARES,PR,,,40400,PUERTO RICO,LARES
72083,LAS MARIAS,PR,,,40410,PUERTO RICO,LAS MARIAS
72085,LAS PIEDRAS,PR,41980,"San Juan-Bayam_n-Caguas, PR",40420,PUERTO RICO,LAS PIEDRAS
72087,LOIZA,PR,41980,"San Juan-Bayam_n-Caguas, PR",40430,PUERTO RICO,LOIZA
72089,LUQUILLO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40440,PUERTO RICO,LUQUILLO
72091,MANATI,PR,41980,"San Juan-Bayam_n-Caguas, PR",40450,PUERTO RICO,MANATI
72093,MARICAO,PR,,,40460,PUERTO RICO,MARICAO
72095,MAUNABO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40470,PUERTO RICO,MAUNABO
72097,MAYAGUEZ,PR,32420,"Mayag_ez, PR",40480,PUERTO RICO,MAYAGUEZ
72099,MOCA,PR,10380,"Aguadilla, PR",40490,PUERTO RICO,MOCA
72101,MOROVIS,PR,41980,"San Juan-Bayam_n-Caguas, PR",40500,PUERTO RICO,MOROVIS
72103,MAGUABO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40510,PUERTO RICO,NAGUABO
72105,NARANJITO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40520,PUERTO RICO,NARANJITO
72107,OROCOVIS,PR,41980,"San Juan-Bayam_n-Caguas, PR",40530,PUERTO RICO,OROCOVIS
72109,PATILLAS,PR,25020,"Guayama, PR",40540,PUERTO RICO,PATILLAS
72111,PENUELAS,PR,38660,"Ponce, PR",40550,PUERTO RICO,PENUELAS
72113,PONCE,PR,38660,"Ponce, PR",40560,PUERTO RICO,PONCE
72115,QUEBRADILLAS,PR,11640,"Arecibo, PR",40570,PUERTO RICO,QUEBRADILLAS
72117,RINCON,PR,10380,"Aguadilla, PR",40580,PUERTO RICO,RINCON
72119,RIO GRANDE,PR,41980,"San Juan-Bayam_n-Caguas, PR",40590,PUERTO RICO,RIO GRANDE
72121,SABANA GRANDE,PR,32420,"Mayag_ez, PR",40610,PUERTO RICO,SABANA GRANDE
72123,SALINAS,PR,,,40620,PUERTO RICO,SALINAS
72125,SAN GERMAN,PR,32420,"Mayag_ez, PR",40630,PUERTO RICO,SAN GERMAN
72127,SAN JUAN,PR,41980,"San Juan-Bayam_n-Caguas, PR",40640,PUERTO RICO,SAN JUAN
72129,SAN LORENZO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40650,PUERTO RICO,SAN LORENZO
72131,SAN SEBASTIAN,PR,10380,"Aguadilla, PR",40660,PUERTO RICO,SAN SEBASTIAN
72133,SANTA ISABEL,PR,,,40670,PUERTO RICO,SANTA ISABEL
72135,TOA ALTA,PR,41980,"San Juan-Bayam_n-Caguas, PR",40680,PUERTO RICO,TOA ALTA
72137,TOA BAJA,PR,41980,"San Juan-Bayam_n-Caguas, PR",40690,PUERTO RICO,TOA BAJA
72139,TRUJILLO ALTO,PR,41980,"San Juan-Bayam_n-Caguas, PR",40700,PUERTO RICO,TRUJILLO ALTO
72141,UTUADO,PR,,,40710,PUERTO RICO,UTUADO
72143,VEGA ALTA,PR,41980,"San Juan-Bayam_n-Caguas, PR",40720,PUERTO RICO,VEGA ALTA
72145,VEGA BAJA,PR,41980,"San Juan-Bayam_n-Caguas, PR",40730,PUERTO RICO,VEGA BAJA
72147,VIEQUES,PR,,,40740,PUERTO RICO,VIEQUES
72149,VILLALBA,PR,38660,"Ponce, PR",40750,PUERTO RICO,VILLALBA
72151,YABUCOA,PR,41980,"San Juan-Bayam_n-Caguas, PR",40760,PUERTO RICO,YABUCOA
72153,YAUCO,PR,38660,"Ponce, PR",40770,PUERTO RICO,YAUCO
44001,BRISTOL,RI,39300,"Providence-Warwick, RI-MA",41000,RHODE ISLAND,BRISTOL
44003,KENT,RI,39300,"Providence-Warwick, RI-MA",41010,RHODE ISLAND,KENT
44005,NEWPORT,RI,39300,"Providence-Warwick, RI-MA",41020,RHODE ISLAND,NEWPORT
44007,PROVIDENCE,RI,39300,"Providence-Warwick, RI-MA",41030,RHODE ISLAND,PROVIDENCE
44009,WASHINGTON,RI,39300,"Providence-Warwick, RI-MA",41050,RHODE ISLAND,WASHINGTON
45001,ABBEVILLE,SC,,,42000,SOUTH CAROLINA,ABBEVILLE
45003,AIKEN,SC,12260,"Augusta-Richmond County, GA-SC",42010,SOUTH CAROLINA,AIKEN
45005,ALLENDALE,SC,,,42020,SOUTH CAROLINA,ALLENDALE
45007,ANDERSON,SC,24860,"Greenville-Anderson-Greer, SC",42030,SOUTH CAROLINA,ANDERSON
45009,BAMBERG,SC,,,42040,SOUTH CAROLINA,BAMBERG
45011,BARNWELL,SC,,,42050,SOUTH CAROLINA,BARNWELL
45013,BEAUFORT,SC,25940,"Hilton Head Island-Bluffton-Port Royal, SC",42060,SOUTH CAROLINA,BEAUFORT
45015,BERKELEY,SC,16700,"Charleston-North Charleston, SC",42070,SOUTH CAROLINA,BERKELEY
45017,CALHOUN,SC,17900,"Columbia, SC",42080,SOUTH CAROLINA,CALHOUN
45019,CHARLESTON,SC,16700,"Charleston-North Charleston, SC",42090,SOUTH CAROLINA,CHARLESTON
45021,CHEROKEE,SC,,,42100,SOUTH CAROLINA,CHEROKEE
45023,CHESTER,SC,16740,"Charlotte-Concord-Gastonia, NC-SC",42110,SOUTH CAROLINA,CHESTER
45025,CHESTERFIELD,SC,,,42110,SOUTH CAROLINA,CHESTER
45023,CHESTER,SC,16740,"Charlotte-Concord-Gastonia, NC-SC",42120,SOUTH CAROLINA,CHESTERFIELD
45025,CHESTERFIELD,SC,,,42120,SOUTH CAROLINA,CHESTERFIELD
45027,CLARENDON,SC,,,42130,SOUTH CAROLINA,CLARENDON
45029,COLLETON,SC,,,42140,SOUTH CAROLINA,COLLETON
45031,DARLINGTON,SC,22500,"Florence, SC",42150,SOUTH CAROLINA,DARLINGTON
45033,DILLON,SC,,,42160,SOUTH CAROLINA,DILLON
45035,DORCHESTER,SC,16700,"Charleston-North Charleston, SC",42170,SOUTH CAROLINA,DORCHESTER
45037,EDGEFIELD,SC,12260,"Augusta-Richmond County, GA-SC",42180,SOUTH CAROLINA,EDGEFIELD
45039,FAIRFIELD,SC,17900,"Columbia, SC",42190,SOUTH CAROLINA,FAIRFIELD
45041,FLORENCE,SC,22500,"Florence, SC",42200,SOUTH CAROLINA,FLORENCE
45043,GEORGETOWN,SC,,,42210,SOUTH CAROLINA,GEORGETOWN
45045,GREENVILLE,SC,24860,"Greenville-Anderson-Greer, SC",42220,SOUTH CAROLINA,GREENVILLE
45047,GREENWOOD,SC,,,42230,SOUTH CAROLINA,GREENWOOD
45049,HAMPTON,SC,,,42240,SOUTH CAROLINA,HAMPTON
45051,HORRY,SC,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",42250,SOUTH CAROLINA,HORRY
45053,JASPER,SC,25940,"Hilton Head Island-Bluffton-Port Royal, SC",42260,SOUTH CAROLINA,JASPER
45055,KERSHAW,SC,17900,"Columbia, SC",42270,SOUTH CAROLINA,KERSHAW
45057,LANCASTER,SC,16740,"Charlotte-Concord-Gastonia, NC-SC",42280,SOUTH CAROLINA,LANCASTER
45059,LAURENS,SC,24860,"Greenville-Anderson-Greer, SC",42290,SOUTH CAROLINA,LAURENS
45061,LEE,SC,,,42300,SOUTH CAROLINA,LEE
45063,LEXINGTON,SC,17900,"Columbia, SC",42310,SOUTH CAROLINA,LEXINGTON
45065,MCCORMICK,SC,,,42320,SOUTH CAROLINA,MCCORMICK
45067,MARION,SC,,,42330,SOUTH CAROLINA,MARION
45069,MARLBORO,SC,,,42340,SOUTH CAROLINA,MARLBORO
45071,NEWBERRY,SC,,,42350,SOUTH CAROLINA,NEWBERRY
45073,OCONEE,SC,,,42360,SOUTH CAROLINA,OCONEE
45075,ORANGEBURG,SC,,,42370,SOUTH CAROLINA,ORANGEBURG
45077,PICKENS,SC,24860,"Greenville-Anderson-Greer, SC",42380,SOUTH CAROLINA,PICKENS
45079,RICHLAND,SC,17900,"Columbia, SC",42390,SOUTH CAROLINA,RICHLAND
45081,SALUDA,SC,17900,"Columbia, SC",42400,SOUTH CAROLINA,SALUDA
45083,SPARTANBURG,SC,43900,"Spartanburg, SC",42410,SOUTH CAROLINA,SPARTANBURG
45085,SUMTER,SC,44940,"Sumter, SC",42420,SOUTH CAROLINA,SUMTER
45087,UNION,SC,43900,"Spartanburg, SC",42430,SOUTH CAROLINA,UNION
45089,WILLIAMSBURG,SC,,,42440,SOUTH CAROLINA,WILLIAMSBURG
45091,YORK,SC,16740,"Charlotte-Concord-Gastonia, NC-SC",42450,SOUTH CAROLINA,YORK
46003,AURORA,SD,,,43010,SOUTH DAKOTA,AURORA
46005,BEADLE,SD,,,43020,SOUTH DAKOTA,BEADLE
46007,BENNETT,SD,,,43030,SOUTH DAKOTA,BENNETT
46009,BON HOMME,SD,,,43040,SOUTH DAKOTA,BON HOMME
46011,BROOKINGS,SD,,,43050,SOUTH DAKOTA,BROOKINGS
46013,BROWN,SD,,,43060,SOUTH DAKOTA,BROWN
46015,BRULE,SD,,,43070,SOUTH DAKOTA,BRULE
46017,BUFFALO,SD,,,43080,SOUTH DAKOTA,BUFFALO
46019,BUTTE,SD,,,43090,SOUTH DAKOTA,BUTTE
46021,CAMPBELL,SD,,,43100,SOUTH DAKOTA,CAMPBELL
46023,CHARLES MIX,SD,,,43110,SOUTH DAKOTA,CHARLES MIX
46025,CLARK,SD,,,43120,SOUTH DAKOTA,CLARK
46027,CLAY,SD,,,43130,SOUTH DAKOTA,CLAY
46029,CODINGTON,SD,,,43140,SOUTH DAKOTA,CODINGTON
46031,CORSON,SD,,,43150,SOUTH DAKOTA,CORSON
46033,CUSTER,SD,39660,"Rapid City, SD",43160,SOUTH DAKOTA,CUSTER
46035,DAVISON,SD,,,43170,SOUTH DAKOTA,DAVISON
46037,DAY,SD,,,43180,SOUTH DAKOTA,DAY
46039,DEUEL,SD,,,43190,SOUTH DAKOTA,DEUEL
46041,DEWEY,SD,,,43200,SOUTH DAKOTA,DEWEY
46043,DOUGLAS,SD,,,43210,SOUTH DAKOTA,DOUGLAS
46045,EDMUNDS,SD,,,43220,SOUTH DAKOTA,EDMUNDS
46047,FALL RIVER,SD,,,43230,SOUTH DAKOTA,FALL RIVER
46049,FAULK,SD,,,43240,SOUTH DAKOTA,FAULK
46051,GRANT,SD,,,43250,SOUTH DAKOTA,GRANT
46053,GREGORY,SD,,,43260,SOUTH DAKOTA,GREGORY
46055,HAAKON,SD,,,43270,SOUTH DAKOTA,HAAKON
46057,HAMLIN,SD,,,43280,SOUTH DAKOTA,HAMLIN
46059,HAND,SD,,,43290,SOUTH DAKOTA,HAND
46061,HANSON,SD,,,43300,SOUTH DAKOTA,HANSON
46063,HARDING,SD,,,43310,SOUTH DAKOTA,HARDING
46065,HUGHES,SD,,,43320,SOUTH DAKOTA,HUGHES
46067,HUTCHINSON,SD,,,43330,SOUTH DAKOTA,HUTCHINSON
46069,HYDE,SD,,,43340,SOUTH DAKOTA,HYDE
46071,JACKSON,SD,,,43350,SOUTH DAKOTA,JACKSON
46073,JERAULD,SD,,,43360,SOUTH DAKOTA,JERAULD
46075,JONES,SD,,,43370,SOUTH DAKOTA,JONES
46077,KINGSBURY,SD,,,43380,SOUTH DAKOTA,KINGSBURY
46079,LAKE,SD,,,43390,SOUTH DAKOTA,LAKE
46081,LAWRENCE,SD,,,43400,SOUTH DAKOTA,LAWRENCE
46083,LINCOLN,SD,43620,"Sioux Falls, SD-MN",43410,SOUTH DAKOTA,LINCOLN
46085,LYMAN,SD,,,43420,SOUTH DAKOTA,LYMAN
46087,MC COOK,SD,43620,"Sioux Falls, SD-MN",43430,SOUTH DAKOTA,MCCOOK
46089,MC PHERSON,SD,,,43440,SOUTH DAKOTA,MCPHERSON
46091,MARSHALL,SD,,,43450,SOUTH DAKOTA,MARSHALL
46093,MEADE,SD,39660,"Rapid City, SD",43460,SOUTH DAKOTA,MEADE
46095,MELLETTE,SD,,,43470,SOUTH DAKOTA,MELLETTE
46097,MINER,SD,,,43480,SOUTH DAKOTA,MINER
46099,MINNEHAHA,SD,43620,"Sioux Falls, SD-MN",43490,SOUTH DAKOTA,MINNEHAHA
46101,MOODY,SD,,,43500,SOUTH DAKOTA,MOODY
46103,PENNINGTON,SD,39660,"Rapid City, SD",43510,SOUTH DAKOTA,PENNINGTON
46105,PERKINS,SD,,,43520,SOUTH DAKOTA,PERKINS
46107,POTTER,SD,,,43530,SOUTH DAKOTA,POTTER
46109,ROBERTS,SD,,,43540,SOUTH DAKOTA,ROBERTS
46111,SANBORN,SD,,,43550,SOUTH DAKOTA,SANBORN
46102,OGLALA LAKOTA,SD,,,43560,SOUTH DAKOTA,SHANNON (OGLALA LAKOTA)
46115,SPINK,SD,,,43570,SOUTH DAKOTA,SPINK
46117,STANLEY,SD,,,43580,SOUTH DAKOTA,STANLEY
46119,SULLY,SD,,,43590,SOUTH DAKOTA,SULLY
46121,TODD,SD,,,43600,SOUTH DAKOTA,TODD
46123,TRIPP,SD,,,43610,SOUTH DAKOTA,TRIPP
46125,TURNER,SD,43620,"Sioux Falls, SD-MN",43620,SOUTH DAKOTA,TURNER
46127,UNION,SD,43580,"Sioux City, IA-NE-SD",43630,SOUTH DAKOTA,UNION
46129,WALWORTH,SD,,,43640,SOUTH DAKOTA,WALWORTH
46135,YANKTON,SD,,,43670,SOUTH DAKOTA,YANKTON
46137,ZIEBACH,SD,,,43680,SOUTH DAKOTA,ZIEBACH
47001,ANDERSON,TN,28940,"Knoxville, TN",44000,TENNESSEE,ANDERSON
47003,BEDFORD,TN,,,44010,TENNESSEE,BEDFORD
47005,BENTON,TN,,,44020,TENNESSEE,BENTON
47007,BLEDSOE,TN,,,44030,TENNESSEE,BLEDSOE
47009,BLOUNT,TN,28940,"Knoxville, TN",44040,TENNESSEE,BLOUNT
47011,BRADLEY,TN,17420,"Cleveland, TN",44050,TENNESSEE,BRADLEY
47013,CAMPBELL,TN,28940,"Knoxville, TN",44060,TENNESSEE,CAMPBELL
47015,CANNON,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44070,TENNESSEE,CANNON
47017,CARROLL,TN,,,44080,TENNESSEE,CARROLL
47019,CARTER,TN,27740,"Johnson City, TN",44090,TENNESSEE,CARTER
47021,CHEATHAM,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44100,TENNESSEE,CHEATHAM
47023,CHESTER,TN,27180,"Jackson, TN",44110,TENNESSEE,CHESTER
47025,CLAIBORNE,TN,,,44120,TENNESSEE,CLAIBORNE
47027,CLAY,TN,,,44130,TENNESSEE,CLAY
47029,COCKE,TN,,,44140,TENNESSEE,COCKE
47031,COFFEE,TN,,,44150,TENNESSEE,COFFEE
47033,CROCKETT,TN,27180,"Jackson, TN",44160,TENNESSEE,CROCKETT
47035,CUMBERLAND,TN,,,44170,TENNESSEE,CUMBERLAND
47037,DAVIDSON,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44180,TENNESSEE,DAVIDSON
47039,DECATUR,TN,,,44190,TENNESSEE,DECATUR
47041,DE KALB,TN,,,44200,TENNESSEE,DEKALB
47043,DICKSON,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44210,TENNESSEE,DICKSON
47045,DYER,TN,,,44220,TENNESSEE,DYER
47047,FAYETTE,TN,32820,"Memphis, TN-MS-AR",44230,TENNESSEE,FAYETTE
47049,FENTRESS,TN,,,44240,TENNESSEE,FENTRESS
47051,FRANKLIN,TN,,,44250,TENNESSEE,FRANKLIN
47053,GIBSON,TN,27180,"Jackson, TN",44260,TENNESSEE,GIBSON
47055,GILES,TN,,,44270,TENNESSEE,GILES
47057,GRAINGER,TN,28940,"Knoxville, TN",44280,TENNESSEE,GRAINGER
47059,GREENE,TN,,,44290,TENNESSEE,GREENE
47061,GRUNDY,TN,,,44300,TENNESSEE,GRUNDY
47063,HAMBLEN,TN,34100,"Morristown, TN",44310,TENNESSEE,HAMBLEN
47065,HAMILTON,TN,16860,"Chattanooga, TN-GA",44320,TENNESSEE,HAMILTON
47067,HANCOCK,TN,,,44330,TENNESSEE,HANCOCK
47069,HARDEMAN,TN,,,44340,TENNESSEE,HARDEMAN
47071,HARDIN,TN,,,44350,TENNESSEE,HARDIN
47073,HAWKINS,TN,28700,"Kingsport-Bristol, TN-VA",44360,TENNESSEE,HAWKINS
47075,HAYWOOD,TN,,,44370,TENNESSEE,HAYWOOD
47077,HENDERSON,TN,,,44380,TENNESSEE,HENDERSON
47079,HENRY,TN,,,44390,TENNESSEE,HENRY
47081,HICKMAN,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44400,TENNESSEE,HICKMAN
47083,HOUSTON,TN,,,44410,TENNESSEE,HOUSTON
47085,HUMPHREYS,TN,,,44420,TENNESSEE,HUMPHREYS
47087,JACKSON,TN,,,44430,TENNESSEE,JACKSON
47089,JEFFERSON,TN,34100,"Morristown, TN",44440,TENNESSEE,JEFFERSON
47091,JOHNSON,TN,,,44450,TENNESSEE,JOHNSON
47093,KNOX,TN,28940,"Knoxville, TN",44460,TENNESSEE,KNOX
47095,LAKE,TN,,,44470,TENNESSEE,LAKE
47097,LAUDERDALE,TN,,,44480,TENNESSEE,LAUDERDALE
47099,LAWRENCE,TN,,,44490,TENNESSEE,LAWRENCE
47101,LEWIS,TN,,,44500,TENNESSEE,LEWIS
47103,LINCOLN,TN,,,44510,TENNESSEE,LINCOLN
47105,LOUDON,TN,28940,"Knoxville, TN",44520,TENNESSEE,LOUDON
47107,MC MINN,TN,,,44530,TENNESSEE,MCMINN
47109,MC NAIRY,TN,,,44540,TENNESSEE,MCNAIRY
47111,MACON,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44550,TENNESSEE,MACON
47113,MADISON,TN,27180,"Jackson, TN",44560,TENNESSEE,MADISON
47115,MARION,TN,16860,"Chattanooga, TN-GA",44570,TENNESSEE,MARION
47117,MARSHALL,TN,,,44580,TENNESSEE,MARSHALL
47119,MAURY,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44590,TENNESSEE,MAURY
47121,MEIGS,TN,,,44600,TENNESSEE,MEIGS
47123,MONROE,TN,,,44610,TENNESSEE,MONROE
47125,MONTGOMERY,TN,17300,"Clarksville, TN-KY",44620,TENNESSEE,MONTGOMERY
47127,MOORE,TN,,,44630,TENNESSEE,MOORE
47129,MORGAN,TN,28940,"Knoxville, TN",44640,TENNESSEE,MORGAN
47131,OBION,TN,,,44650,TENNESSEE,OBION
47133,OVERTON,TN,,,44660,TENNESSEE,OVERTON
47135,PERRY,TN,,,44670,TENNESSEE,PERRY
47137,PICKETT,TN,,,44680,TENNESSEE,PICKETT
47139,POLK,TN,17420,"Cleveland, TN",44690,TENNESSEE,POLK
47141,PUTNAM,TN,,,44700,TENNESSEE,PUTNAM
47143,RHEA,TN,,,44710,TENNESSEE,RHEA
47145,ROANE,TN,28940,"Knoxville, TN",44720,TENNESSEE,ROANE
47147,ROBERTSON,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44730,TENNESSEE,ROBERTSON
47149,RUTHERFORD,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44740,TENNESSEE,RUTHERFORD
47151,SCOTT,TN,,,44750,TENNESSEE,SCOTT
47153,SEQUATCHIE,TN,16860,"Chattanooga, TN-GA",44760,TENNESSEE,SEQUATCHIE
47155,SEVIER,TN,,,44770,TENNESSEE,SEVIER
47157,SHELBY,TN,32820,"Memphis, TN-MS-AR",44780,TENNESSEE,SHELBY
47159,SMITH,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44790,TENNESSEE,SMITH
47161,STEWART,TN,17300,"Clarksville, TN-KY",44800,TENNESSEE,STEWART
47163,SULLIVAN,TN,28700,"Kingsport-Bristol, TN-VA",44810,TENNESSEE,SULLIVAN
47165,SUMNER,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44820,TENNESSEE,SUMNER
47167,TIPTON,TN,32820,"Memphis, TN-MS-AR",44830,TENNESSEE,TIPTON
47169,TROUSDALE,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44840,TENNESSEE,TROUSDALE
47171,UNICOI,TN,27740,"Johnson City, TN",44850,TENNESSEE,UNICOI
47173,UNION,TN,28940,"Knoxville, TN",44860,TENNESSEE,UNION
47175,VAN BUREN,TN,,,44870,TENNESSEE,VAN BUREN
47177,WARREN,TN,,,44880,TENNESSEE,WARREN
47179,WASHINGTON,TN,27740,"Johnson City, TN",44890,TENNESSEE,WASHINGTON
47181,WAYNE,TN,,,44900,TENNESSEE,WAYNE
47183,WEAKLEY,TN,,,44910,TENNESSEE,WEAKLEY
47185,WHITE,TN,,,44920,TENNESSEE,WHITE
47187,WILLIAMSON,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44930,TENNESSEE,WILLIAMSON
47189,WILSON,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",44940,TENNESSEE,WILSON
48001,ANDERSON,TX,,,45000,TEXAS,ANDERSON
48003,ANDREWS,TX,,,45010,TEXAS,ANDREWS
48005,ANGELINA,TX,,,45020,TEXAS,ANGELINA
48007,ARANSAS,TX,18580,"Corpus Christi, TX",45030,TEXAS,ARANSAS
48009,ARCHER,TX,48660,"Wichita Falls, TX",45040,TEXAS,ARCHER
48011,ARMSTRONG,TX,11100,"Amarillo, TX",45050,TEXAS,ARMSTRONG
48013,ATASCOSA,TX,41700,"San Antonio-New Braunfels, TX",45060,TEXAS,ATASCOSA
48015,AUSTIN,TX,26420,"Houston-Pasadena-The Woodlands, TX",45070,TEXAS,AUSTIN
48017,BAILEY,TX,,,45080,TEXAS,BAILEY
48019,BANDERA,TX,41700,"San Antonio-New Braunfels, TX",45090,TEXAS,BANDERA
48021,BASTROP,TX,12420,"Austin-Round Rock-San Marcos, TX",45100,TEXAS,BASTROP
48023,BAYLOR,TX,,,45110,TEXAS,BAYLOR
48025,BEE,TX,,,45113,TEXAS,BEE
48027,BELL,TX,28660,"Killeen-Temple, TX",45120,TEXAS,BELL
48029,BEXAR,TX,41700,"San Antonio-New Braunfels, TX",45130,TEXAS,BEXAR
48031,BLANCO,TX,,,45140,TEXAS,BLANCO
48033,BORDEN,TX,,,45150,TEXAS,BORDEN
48035,BOSQUE,TX,47380,"Waco, TX",45160,TEXAS,BOSQUE
48037,BOWIE,TX,45500,"Texarkana, TX-AR",45170,TEXAS,BOWIE
48039,BRAZORIA,TX,26420,"Houston-Pasadena-The Woodlands, TX",45180,TEXAS,BRAZORIA
48041,BRAZOS,TX,17780,"College Station-Bryan, TX",45190,TEXAS,BRAZOS
48043,BREWSTER,TX,,,45200,TEXAS,BREWSTER
48045,BRISCOE,TX,,,45201,TEXAS,BRISCOE
48047,BROOKS,TX,,,45210,TEXAS,BROOKS
48049,BROWN,TX,,,45220,TEXAS,BROWN
48051,BURLESON,TX,17780,"College Station-Bryan, TX",45221,TEXAS,BURLESON
48053,BURNET,TX,,,45222,TEXAS,BURNET
48055,CALDWELL,TX,12420,"Austin-Round Rock-San Marcos, TX",45223,TEXAS,CALDWELL
48057,CALHOUN,TX,,,45224,TEXAS,CALHOUN
48059,CALLAHAN,TX,10180,"Abilene, TX",45230,TEXAS,CALLAHAN
48061,CAMERON,TX,15180,"Brownsville-Harlingen, TX",45240,TEXAS,CAMERON
