"State","Max AQI","County","Unhealthy Days","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"New Jersey",123,"Cumberland",0,0,0,112,66,0
"New Jersey",143,"Gloucester",0,0,0,98,76,0
"New Jersey",133,"Hudson",0,1,66,49,66,0
"New Jersey",122,"Hunterdon",0,0,0,105,73,0
"New Jersey",122,"Mercer",0,0,0,167,68,0
"New Jersey",93,"Middlesex",0,0,8,121,49,0
"New Jersey",161,"Monmouth",2,0,0,145,0,0
"New Jersey",115,"Morris",0,0,2,163,15,0
"New Jersey",154,"Ocean",1,0,0,105,74,0
"New Jersey",108,"Passaic",0,0,0,98,83,0
"New Jersey",71,"Union",0,2,47,0,131,0
"New Jersey",105,"Warren",0,0,5,123,49,0
"New Mexico",228,"Bernalillo",2,1,5,150,49,69
"New Mexico",31,"Catron",0,0,0,0,19,0
"New Mexico",53,"Chaves",0,0,0,0,18,0
"New Mexico",528,"Dona Ana",7,0,1,117,87,68
"New Mexico",143,"Eddy",0,0,1,270,2,0
"New Mexico",193,"Lea",5,0,5,169,99,0
"New Mexico",65,"Lincoln",0,0,0,0,19,0
"New Mexico",18,"Los Alamos",0,0,0,0,20,0
"New Mexico",321,"Luna",7,0,0,0,0,268
"New Mexico",87,"Rio Arriba",0,0,0,263,1,0
"New Mexico",104,"San Juan",0,0,1,270,0,2
"New Mexico",93,"Sandoval",0,0,0,268,0,0
"New Mexico",107,"Santa Fe",0,0,0,244,29,0
"New Mexico",24,"Socorro",0,0,0,0,20,0
"New Mexico",52,"Taos",0,0,0,0,268,0
"New Mexico",97,"Valencia",0,0,0,269,0,0
"New York",136,"Albany",0,0,0,103,170,0
"New York",143,"Bronx",0,1,23,90,160,0
"New York",108,"Chautauqua",0,0,0,254,9,0
"New York",140,"Dutchess",0,0,0,272,0,0
"New York",140,"Erie",0,1,0,138,135,0
"New York",159,"Essex",1,0,0,236,37,0
"New York",87,"Hamilton",0,0,0,266,0,0
"New York",87,"Jefferson",0,0,0,271,0,0
"New York",99,"Kings",0,0,0,0,273,0
"New York",135,"Monroe",0,1,0,159,114,0
"New York",31,"Nassau",0,0,0,0,1,0
"New York",136,"New York",0,0,0,131,185,0
"New York",115,"Niagara",0,0,0,262,0,0
"New York",99,"Oneida",0,0,0,0,261,0
"New York",125,"Onondaga",0,0,0,187,86,0
"New York",108,"Orange",0,0,0,0,267,0
"New York",80,"Oswego",0,0,0,264,0,0
"New York",97,"Putnam",0,0,0,259,0,0
"New York",154,"Queens",1,44,25,120,128,0
"New York",129,"Richmond",0,0,0,152,164,0
"New York",136,"Rockland",0,0,0,203,70,0
"New York",93,"Saratoga",0,0,0,243,0,0
"New York",143,"Steuben",0,0,0,202,71,0
"New York",154,"Suffolk",2,0,0,203,113,0
"New York",74,"Tompkins",0,0,0,238,0,0
"New York",150,"Wayne",0,0,0,265,0,0
"New York",136,"Westchester",0,0,0,196,77,0
"North Carolina",80,"Alexander",0,0,0,184,0,0
"North Carolina",90,"Avery",0,0,0,178,19,0
"North Carolina",97,"Buncombe",0,0,0,89,184,0
"North Carolina",77,"Caldwell",0,0,0,184,0,0
"North Carolina",80,"Carteret",0,0,0,224,0,0
"North Carolina",77,"Caswell",0,0,0,184,0,0
"North Carolina",88,"Catawba",0,0,0,0,262,0
"North Carolina",74,"Cumberland",0,0,0,90,182,1
"North Carolina",90,"Davidson",0,0,0,0,259,0
"North Carolina",77,"Durham",0,0,0,95,176,2
"North Carolina",68,"Edgecombe",0,0,0,84,180,0
"North Carolina",90,"Forsyth",0,0,1,111,131,0
"North Carolina",97,"Graham",0,0,0,184,0,0
"North Carolina",87,"Granville",0,0,0,177,0,0
"North Carolina",77,"Guilford",0,0,0,108,164,1
"North Carolina",87,"Haywood",0,0,0,184,18,0
"North Carolina",37,"Hyde",0,0,0,0,17,0
"North Carolina",84,"Johnston",0,0,0,79,194,0
"North Carolina",71,"Lenoir",0,0,0,184,0,0
"North Carolina",87,"Lincoln",0,0,0,181,0,0
"North Carolina",97,"Macon",0,0,0,227,0,0
"North Carolina",50,"Martin",0,0,0,183,0,75
"North Carolina",97,"Mecklenburg",0,1,3,101,200,0
"North Carolina",102,"Mitchell",0,0,0,0,269,0
"North Carolina",85,"Montgomery",0,0,0,128,143,0
"North Carolina",121,"New Hanover",0,0,0,61,212,0
"North Carolina",79,"Northampton",0,0,0,0,272,0
"North Carolina",74,"Person",0,0,0,176,0,0
"North Carolina",71,"Pitt",0,0,0,106,161,0
"North Carolina",74,"Rockingham",0,0,0,182,0,0
"North Carolina",81,"Rowan",0,0,0,130,143,0
"North Carolina",87,"Swain",0,0,0,95,178,0
"North Carolina",90,"Union",0,0,0,184,0,0
"North Carolina",73,"Wake",0,0,0,96,177,0
"North Dakota",195,"Billings",4,0,0,190,53,0
"North Dakota",285,"Burke",7,0,0,166,77,0
"North Dakota",218,"Burleigh",3,1,1,182,60,0
"North Dakota",192,"Cass",7,0,0,157,82,0
"North Dakota",217,"Dunn",2,0,0,165,78,0
"North Dakota",197,"McKenzie",2,0,0,189,54,0
"North Dakota",283,"Mercer",3,0,0,180,63,0
"North Dakota",242,"Oliver",3,0,0,189,54,0
"North Dakota",283,"Ward",4,0,0,130,113,0
"Ohio",129,"Allen",0,0,0,147,149,0
"Ohio",122,"Ashtabula",0,0,0,245,0,0
"Ohio",75,"Athens",0,0,0,0,269,0
"Ohio",123,"Belmont",0,0,2,0,161,18
"Ohio",151,"Butler",1,0,0,69,204,0
"Ohio",126,"Clark",0,0,0,119,152,0
"Ohio",119,"Clermont",0,0,0,147,125,0
"Ohio",112,"Clinton",0,0,0,212,0,0
"Ohio",31,"Columbiana",0,0,0,0,0,46
"Ohio",150,"Cuyahoga",0,4,0,113,173,15
"Ohio",119,"Delaware",0,0,0,211,0,0
"Ohio",156,"Franklin",1,1,0,84,183,6
"Ohio",129,"Geauga",0,0,0,245,0,0
"Ohio",105,"Greene",0,0,0,214,0,0
"Ohio",154,"Hamilton",1,1,3,88,182,0
"Ohio",101,"Jefferson",0,0,0,97,176,0
"Ohio",159,"Knox",1,0,0,214,0,0
"Ohio",133,"Lake",0,0,0,199,103,0
"Ohio",90,"Lawrence",0,0,0,147,126,0
"Ohio",119,"Licking",0,0,0,214,0,0
"Ohio",119,"Lorain",0,0,0,237,0,0
"Ohio",154,"Lucas",1,0,0,89,184,0
"Ohio",112,"Madison",0,0,0,213,0,0
"Ohio",122,"Mahoning",0,0,0,158,144,0
"Ohio",126,"Medina",0,0,0,187,113,0
"Ohio",101,"Miami",0,0,0,209,0,0
"Ohio",129,"Montgomery",0,0,0,114,159,0
"Ohio",90,"Noble",0,0,0,232,6,0
"Ohio",150,"Portage",0,0,0,245,0,0
"Ohio",115,"Preble",0,1,0,145,128,0
"Ohio",238,"Scioto",0,0,0,0,266,7
"Ohio",124,"Stark",0,0,0,99,174,0
"Ohio",126,"Summit",0,0,0,154,150,0
"Ohio",130,"Trumbull",0,0,0,166,138,0
"Ohio",126,"Warren",0,0,0,172,100,0
"Ohio",105,"Washington",0,0,0,211,0,0
"Ohio",108,"Wood",0,0,0,244,0,0
"Oklahoma",184,"Adair",2,1,0,84,91,3
"Oklahoma",115,"Canadian",0,0,0,214,0,0
"Oklahoma",155,"Carter",1,0,0,0,251,0
"Oklahoma",130,"Cleveland",0,0,0,136,136,0
"Oklahoma",128,"Comanche",0,0,0,157,114,0
"Oklahoma",97,"Creek",0,0,0,211,0,0
"Oklahoma",164,"Dewey",1,0,0,157,115,0
"Oklahoma",58,"Grant",0,0,0,0,20,0
"Oklahoma",141,"Kay",0,0,0,0,269,0
"Oklahoma",97,"Kiowa",0,0,0,210,0,0
"Oklahoma",169,"Love",1,0,0,214,0,0
"Oklahoma",87,"Mayes",0,0,0,123,0,0
"Oklahoma",126,"McClain",0,0,0,228,0,0
"Oklahoma",459,"Oklahoma",0,1,5,127,138,3
"Oklahoma",105,"Osage",0,0,0,222,0,0
"Oklahoma",305,"Ottawa",0,0,0,71,192,10
"Oklahoma",140,"Pittsburg",0,0,0,116,157,0
"Oklahoma",138,"Sequoyah",0,0,0,69,142,0
"Oklahoma",508,"Tulsa",0,1,0,126,143,4
"Oklahoma",168,"Washington",1,0,0,160,113,0
"Oregon",68,"Baker",0,0,0,0,181,0
"Oregon",90,"Clackamas",0,0,0,57,123,0
"Oregon",69,"Columbia",0,0,0,47,134,0
"Oregon",75,"Crook",0,0,0,0,181,0
"Oregon",58,"Deschutes",0,0,0,0,181,0
"Oregon",86,"Grant",0,0,0,0,180,0
"Oregon",93,"Harney",0,0,0,0,181,0
"Oregon",80,"Jackson",0,0,0,55,126,0
"Oregon",77,"Jefferson",0,0,0,0,181,0
"Oregon",109,"Josephine",0,0,0,0,181,0
"Oregon",83,"Klamath",0,0,0,0,181,0
"Oregon",105,"Lake",0,0,0,0,180,0
"Oregon",117,"Lane",0,0,0,46,135,0
"Oregon",89,"Linn",0,0,0,0,181,0
"Oregon",85,"Marion",0,0,0,57,124,0
"Oregon",87,"Multnomah",0,1,0,114,67,0
"Oregon",79,"Umatilla",0,0,0,52,129,0
"Oregon",70,"Union",0,0,0,0,181,0
"Oregon",62,"Wallowa",0,0,0,0,181,0
"Oregon",65,"Wasco",0,0,0,0,181,0
"Oregon",88,"Washington",0,1,0,108,73,0
"Pennsylvania",100,"Adams",0,33,0,166,61,0
"Pennsylvania",129,"Allegheny",0,1,0,89,92,0
"Pennsylvania",93,"Armstrong",0,0,0,99,111,0
"Pennsylvania",131,"Beaver",0,0,1,85,126,0
"Pennsylvania",122,"Berks",0,0,0,116,96,0
"Pennsylvania",115,"Blair",0,0,0,129,81,0
"Pennsylvania",87,"Bradford",0,0,2,116,81,0
"Pennsylvania",133,"Bucks",0,0,41,167,0,0
"Pennsylvania",115,"Cambria",0,58,1,103,107,0
"Pennsylvania",101,"Centre",0,0,0,172,70,0
"Pennsylvania",157,"Chester",1,0,0,112,98,0
"Pennsylvania",86,"Cumberland",0,0,0,0,212,0
"Pennsylvania",93,"Dauphin",0,0,0,86,126,0
"Pennsylvania",153,"Delaware",1,0,0,81,131,0
"Pennsylvania",84,"Elk",0,0,0,243,0,0
"Pennsylvania",99,"Erie",0,64,7,54,149,0
"Pennsylvania",93,"Fayette",0,0,0,141,71,0
"Pennsylvania",77,"Franklin",0,0,0,157,0,0
"Pennsylvania",105,"Greene",0,0,0,136,76,0
"Pennsylvania",122,"Indiana",0,0,0,114,98,0
"Pennsylvania",90,"Lackawanna",0,56,15,139,58,0
"Pennsylvania",119,"Lancaster",0,0,0,101,109,0
"Pennsylvania",108,"Lebanon",0,0,0,97,115,0
"Pennsylvania",115,"Lehigh",0,0,0,114,94,0
"Pennsylvania",105,"Lycoming",0,0,0,115,92,0
"Pennsylvania",115,"Mercer",0,0,0,190,53,0
"Pennsylvania",97,"Monroe",0,0,0,179,0,0
"Pennsylvania",133,"Montgomery",0,0,0,109,103,0
"Pennsylvania",122,"Northampton",0,0,3,102,107,0
"Pennsylvania",147,"Philadelphia",0,1,4,77,100,0
"Pennsylvania",93,"Somerset",0,0,0,243,0,0
"Pennsylvania",58,"Susquehanna",0,0,0,0,158,0
"Pennsylvania",97,"Tioga",0,0,0,134,78,0
"Pennsylvania",100,"Washington",0,0,0,109,103,0
"Pennsylvania",126,"Westmoreland",0,0,0,121,86,0
"Pennsylvania",79,"Wyoming",0,0,0,0,207,0
"Pennsylvania",101,"York",0,0,1,116,95,0
"Puerto Rico",102,"Bayamon",0,0,0,0,113,0
"Puerto Rico",63,"Caguas",0,100,0,0,57,0
"Puerto Rico",93,"Catano",0,0,0,0,158,17
"Puerto Rico",65,"Fajardo",0,0,0,0,56,0
"Puerto Rico",40,"Guayama",0,0,0,0,0,28
"Puerto Rico",66,"Guaynabo",0,0,0,0,57,0
"Puerto Rico",350,"Mayagnez",0,0,0,163,0,0
"Puerto Rico",67,"Ponce",0,61,0,0,60,0
"Rhode Island",90,"Kent",0,0,0,133,107,0
"Rhode Island",196,"Providence",1,1,8,16,218,6
"Rhode Island",129,"Washington",0,0,0,152,91,0
"South Carolina",71,"Aiken",0,0,0,229,0,0
"South Carolina",84,"Anderson",0,0,0,229,0,0
"South Carolina",84,"Berkeley",0,0,0,230,0,0
"South Carolina",105,"Charleston",0,0,0,100,172,1
"South Carolina",103,"Chesterfield",0,0,0,83,190,0
"South Carolina",97,"Darlington",0,0,0,221,0,0
"South Carolina",98,"Edgefield",0,0,0,95,178,0
"South Carolina",99,"Florence",0,0,0,0,269,0
"South Carolina",93,"Greenville",0,0,0,128,145,0
"South Carolina",170,"Horry",2,0,0,140,133,0
"South Carolina",83,"Richland",0,1,1,106,166,0
"South Carolina",93,"Spartanburg",0,0,0,108,165,0
"South Carolina",93,"York",0,0,0,176,93,0
"South Dakota",154,"Brookings",1,0,0,44,136,1
"South Dakota",84,"Brown",0,0,0,0,144,34
"South Dakota",74,"Clay",0,0,0,106,61,0
"South Dakota",154,"Codington",1,0,0,79,92,8
"South Dakota",87,"Custer",0,0,0,128,53,0
"South Dakota",88,"Hughes",0,0,0,0,179,0
"South Dakota",77,"Jackson",0,0,0,102,79,0
"South Dakota",71,"Meade",0,0,0,171,0,10
"South Dakota",115,"Minnehaha",0,1,0,147,32,2
"South Dakota",107,"Pennington",0,0,2,0,118,61
"Tennessee",105,"Anderson",0,0,0,122,0,0
"Tennessee",101,"Blount",0,0,0,115,109,0
"Tennessee",100,"Claiborne",0,0,0,241,0,0
"Tennessee",136,"Davidson",0,1,4,105,164,0
"Tennessee",84,"DeKalb",0,0,0,237,0,0
"Tennessee",72,"Dyer",0,0,0,0,180,0
"Tennessee",141,"Hamilton",0,0,0,57,124,0
"Tennessee",93,"Jefferson",0,0,0,122,0,0
"Tennessee",156,"Knox",1,0,0,72,201,0
"Tennessee",68,"Lawrence",0,0,0,0,172,0
"Tennessee",100,"Loudon",0,0,0,71,110,0
"Tennessee",68,"Madison",0,0,0,0,181,0
"Tennessee",74,"Maury",0,0,0,0,174,0
"Tennessee",71,"McMinn",0,0,0,0,173,0
"Tennessee",69,"Montgomery",0,0,0,0,176,0
"Tennessee",66,"Putnam",0,0,0,0,175,0
"Tennessee",68,"Roane",0,0,0,0,176,0
"Tennessee",84,"Sevier",0,0,0,223,0,0
"Tennessee",90,"Shelby",0,1,0,103,76,2
"Tennessee",90,"Sullivan",0,0,0,91,90,0
"Tennessee",119,"Sumner",0,0,0,83,94,0
"Tennessee",80,"Williamson",0,0,0,122,0,0
"Tennessee",77,"Wilson",0,0,0,120,0,0
"Texas",92,"Atascosa",0,0,0,0,157,0
"Texas",140,"Bell",0,0,0,140,103,0
"Texas",122,"Bexar",0,1,2,85,151,5
"Texas",107,"Bowie",0,0,0,0,241,0
"Texas",122,"Brazoria",0,0,6,219,18,0
"Texas",78,"Brazos",0,0,0,0,224,0
"Texas",164,"Brewster",1,0,0,173,82,0
"Texas",139,"Cameron",0,0,0,35,208,0
"Texas",151,"Collin",1,0,0,209,0,0
"Texas",75,"Culberson",0,0,0,0,20,0
"Texas",304,"Dallas",0,0,4,75,132,1
"Texas",163,"Denton",1,0,0,134,78,0
"Texas",183,"Ector",2,0,0,0,243,0
"Texas",2122,"El Paso",12,1,2,78,49,114
"Texas",84,"Ellis",0,0,4,206,0,0
"Texas",179,"Galveston",2,0,0,117,126,0
"Texas",115,"Gregg",0,0,0,243,0,0
"Texas",172,"Harris",7,1,1,81,172,19
"Texas",100,"Harrison",0,0,0,78,165,0
"Texas",140,"Hidalgo",0,0,0,38,197,8
"Texas",119,"Hood",0,0,0,205,0,0
"Texas",93,"Hunt",0,0,15,194,0,0
"Texas",93,"Jefferson",0,0,0,61,182,0
"Texas",101,"Johnson",0,0,0,203,0,0
"Texas",32,"Karnes",0,0,234,0,0,0
"Texas",126,"Kaufman",0,0,4,73,135,0
"Texas",107,"Kleberg",0,0,0,0,120,0
"Texas",167,"Lubbock",1,0,0,0,237,0
"Texas",90,"Maverick",0,0,0,0,237,0
"Texas",142,"McLennan",0,4,0,70,170,0
"Texas",133,"Montgomery",0,0,0,62,179,0
"Texas",107,"Navarro",0,0,0,105,105,0
"Texas",137,"Nueces",0,0,0,46,194,3
"Texas",71,"Orange",0,0,0,58,185,0
"Texas",93,"Parker",0,0,0,200,0,0
"Texas",105,"Polk",0,0,0,223,0,0
"Texas",85,"Potter",0,0,0,0,228,0
"Texas",97,"Randall",0,0,0,239,0,0
"Texas",108,"Rockwall",0,0,0,192,0,0
"Texas",93,"Smith",0,0,8,235,0,0
"Texas",162,"Tarrant",1,1,1,67,144,0
"Texas",126,"Travis",0,1,1,72,167,3
"Texas",97,"Victoria",0,0,0,238,0,0
"Texas",115,"Webb",0,1,0,108,132,3
"Texas",41,"Wilson",0,0,241,0,0,0
"Utah",105,"Box Elder",0,0,1,271,29,4
"Utah",87,"Cache",0,0,0,235,69,0
"Utah",108,"Carbon",0,0,0,256,16,0
"Utah",119,"Davis",0,0,11,246,43,4
"Utah",112,"Duchesne",0,0,0,193,90,20
"Utah",16,"Garfield",0,0,0,0,20,0
"Utah",93,"Grand",0,0,0,205,98,0
"Utah",105,"Iron",0,0,1,262,40,0
"Utah",175,"Salt Lake",1,1,6,204,83,11
"Utah",108,"San Juan",0,0,0,219,0,0
"Utah",101,"Tooele",0,0,0,256,48,0
"Utah",126,"Uintah",0,0,1,285,18,0
"Utah",109,"Utah",0,0,3,197,101,3
"Utah",105,"Wasatch",0,0,0,239,65,0
"Utah",97,"Washington",0,0,0,285,19,0
"Utah",19,"Wayne",0,0,0,0,18,0
"Utah",119,"Weber",0,1,6,258,36,4
"Vermont",93,"Bennington",0,0,0,147,34,0
"Vermont",108,"Chittenden",0,1,0,161,20,0
"Vermont",92,"Rutland",0,0,0,124,56,0
"Vermont",46,"Windham",0,0,0,0,20,0
"Virgin Islands",37,"St John",0,0,0,0,20,0
"Virginia",77,"Albemarle",0,0,0,117,154,0
"Virginia",140,"Arlington",0,0,24,216,43,0
"Virginia",61,"Bristol City",0,0,0,0,97,0
"Virginia",74,"Caroline",0,0,0,212,0,0
"Virginia",19,"Carroll",0,0,0,0,0,45
"Virginia",101,"Charles",0,0,0,143,129,0
"Virginia",80,"Chesterfield",0,0,0,110,162,0
"Virginia",124,"Fairfax",0,1,15,145,113,0
"Virginia",77,"Fauquier",0,0,0,214,0,0
"Virginia",85,"Frederick",0,0,0,112,172,0
"Virginia",80,"Giles",0,0,0,237,0,0
"Virginia",105,"Hampton City",0,1,1,149,123,0
"Virginia",77,"Hanover",0,0,0,214,0,0
"Virginia",85,"Henrico",0,0,0,147,136,0
"Virginia",15,"Hopewell City",0,0,0,0,0,33
"Virginia",120,"Loudoun",0,0,1,165,107,0
"Virginia",69,"Lynchburg City",0,0,0,0,95,0
"Virginia",87,"Madison",0,0,0,146,92,0
"Virginia",94,"Norfolk City",0,2,17,0,255,0
"Virginia",67,"Prince Edward",0,0,0,222,0,0
"Virginia",87,"Prince William",0,0,2,270,0,0
"Virginia",77,"Richmond City",0,1,50,0,233,0
"Virginia",80,"Roanoke",0,1,2,131,140,0
"Virginia",67,"Rockbridge",0,0,0,213,19,0
"Virginia",80,"Rockingham",0,0,9,129,135,0
"Virginia",76,"Salem City",0,0,0,0,98,0
"Virginia",77,"Stafford",0,0,0,267,0,1
"Virginia",101,"Suffolk City",0,0,0,214,0,0
"Virginia",98,"Virginia Beach City",0,0,0,0,273,0
"Virginia",77,"Wythe",0,0,0,208,0,0
"Washington",68,"Adams",0,0,0,0,226,0
"Washington",151,"Asotin",1,0,0,0,240,0
"Washington",68,"Benton",0,0,0,101,108,34
"Washington",74,"Chelan",0,0,0,0,243,0
"Washington",60,"Clallam",0,0,0,6,237,0
"Washington",80,"Clark",0,0,0,108,135,0
"Washington",68,"Columbia",0,0,0,206,37,0
"Washington",72,"Cowlitz",0,0,0,0,190,0
"Washington",61,"Franklin",0,0,0,0,238,0
"Washington",80,"Garfield",0,0,0,0,243,0
"Washington",76,"Grant",0,0,0,0,243,0
"Washington",76,"Grays Harbor",0,0,0,0,243,0
"Washington",59,"Jefferson",0,0,0,0,230,0
"Washington",90,"King",0,0,7,98,138,0
"Washington",58,"Kitsap",0,0,0,0,236,0
"Washington",81,"Kittitas",0,0,0,0,243,0
"Washington",55,"Klickitat",0,0,0,0,19,0
"Washington",74,"Lewis",0,0,0,0,209,0
"Washington",67,"Mason",0,0,0,0,243,0
"Washington",86,"Okanogan",0,0,0,0,238,0
"Washington",39,"Pacific",0,0,0,0,243,0
"Washington",100,"Pierce",0,0,1,150,92,0
"Washington",55,"Skagit",0,0,0,0,241,0
"Washington",87,"Snohomish",0,0,0,0,243,0
"Washington",71,"Spokane",0,0,0,97,145,1
"Washington",119,"Stevens",0,0,0,0,221,22
"Washington",52,"Thurston",0,0,0,57,104,0
"Washington",80,"Walla Walla",0,0,0,0,143,100
"Washington",58,"Whatcom",0,0,0,94,143,0
"Washington",97,"Whitman",0,0,0,0,243,0
"Washington",87,"Yakima",0,0,0,0,211,32
"West Virginia",77,"Berkeley",0,0,0,93,34,0
"West Virginia",75,"Brooke",0,0,0,0,159,0
"West Virginia",92,"Cabell",0,0,0,73,108,0
"West Virginia",77,"Greenbrier",0,0,0,121,0,0
"West Virginia",101,"Hancock",0,0,0,73,108,0
"West Virginia",68,"Harrison",0,0,0,0,60,0
"West Virginia",69,"Kanawha",0,0,0,77,104,0
"West Virginia",70,"Marion",0,0,0,0,59,0
"West Virginia",81,"Marshall",0,0,0,0,154,0
"West Virginia",105,"Monongalia",0,0,0,100,29,0
"West Virginia",97,"Ohio",0,0,0,97,38,0
"West Virginia",71,"Tucker",0,0,0,241,0,0
"West Virginia",77,"Wood",0,0,0,106,33,0
"Wisconsin",188,"Ashland",1,0,0,138,43,0
"Wisconsin",154,"Brown",1,0,0,62,119,0
"Wisconsin",108,"Columbia",0,0,0,91,0,0
"Wisconsin",136,"Dane",0,0,0,60,121,0
"Wisconsin",137,"Dodge",0,1,0,134,46,1
"Wisconsin",93,"Door",0,0,0,91,0,0
"Wisconsin",159,"Eau Claire",1,0,0,59,122,0
"Wisconsin",80,"Fond du Lac",0,0,0,92,0,0
"Wisconsin",155,"Forest",1,0,0,129,48,0
"Wisconsin",119,"Grant",0,0,0,0,181,0
"Wisconsin",110,"Jackson",0,0,0,0,150,0
"Wisconsin",105,"Jefferson",0,0,0,92,0,0
"Wisconsin",128,"Kenosha",0,0,0,103,78,0
"Wisconsin",87,"Kewaunee",0,0,0,92,0,0
"Wisconsin",90,"La Crosse",0,0,0,92,0,0
"Wisconsin",80,"Manitowoc",0,0,0,92,0,0
"Wisconsin",113,"Marathon",0,0,0,62,118,0
"Wisconsin",129,"Milwaukee",0,1,12,57,105,7
"Wisconsin",114,"Monroe",0,0,0,0,121,0
"Wisconsin",152,"Outagamie",1,0,0,60,121,0
"Wisconsin",140,"Ozaukee",0,0,0,71,110,0
"Wisconsin",122,"Racine",0,0,0,92,0,0
"Wisconsin",93,"Rock",0,0,0,92,0,0
"Wisconsin",119,"Sauk",0,0,0,68,112,1
"Wisconsin",101,"Sheboygan",0,0,0,92,0,0
"Wisconsin",97,"Taylor",0,0,0,243,0,0
"Wisconsin",105,"Vilas",0,0,0,92,0,0
"Wisconsin",112,"Walworth",0,0,0,92,0,0
"Wisconsin",115,"Waukesha",0,0,0,61,119,1
"Wyoming",144,"Albany",0,0,0,209,2,32
"Wyoming",99,"Campbell",0,0,0,134,5,42
"Wyoming",30,"Carbon",0,0,181,0,0,0
"Wyoming",61,"Converse",0,1,1,172,0,8
"Wyoming",100,"Fremont",0,0,0,149,63,0
"Wyoming",84,"Johnson",0,0,1,175,0,4
"Wyoming",108,"Laramie",0,1,1,171,9,0
"Wyoming",77,"Lincoln",0,0,0,0,0,181
"Wyoming",71,"Natrona",0,0,0,172,9,0
"Wyoming",61,"Park",0,0,0,0,198,0
"Wyoming",406,"Platte",3,0,0,0,0,179
"Wyoming",70,"Sheridan",0,0,3,47,123,2
"Wyoming",101,"Sublette",0,0,0,240,2,0
"Wyoming",115,"Sweetwater",0,0,0,164,30,18
"Wyoming",84,"Teton",0,2,0,221,3,0
"Wyoming",50,"Uinta",0,0,0,0,0,87
"Wyoming",59,"Washakie",0,0,0,0,202,0
